,comment
475,回复@玻利维亚的小橘子:你真是站在道德制高点制裁人家啊 
476,回复@王战战呀:?啥玩意 
477, 
478,蓉易出轨，宝受委屈 ，万没想到，璐出马脚，贾装没事，百年好合，风羽同舟，一部红楼剧，不过贾，宝，羽 
479,回复@来杯奶茶ll:好吃不过饺子，好玩不过嫂子 
480,你没玩过嫂子，你懂个JB 
481,这种人死了吧 
482,床上的怎么没视频 
483,怎么热搜没了 
484,过分 
485,回复@来杯奶茶ll:好吃不过饺子，好玩不过嫂子 
486,你没玩过嫂子，你懂个JB 
487,这种人死了吧 
488,床上的怎么没视频 
489,怎么热搜没了 
490,过分 
491,回复@听最嗨的曲蹦最野的迪:碉堡了 
492,回复@有没有没有被占用的ID:狗急了跳墙 
493,撇开两个人在一起的事不谈，如果李小璐大大方方承认他们在一起，没准我还能说句牛逼！可是既然这样为什么还各种微博里卖惨，各种诉讼？真是迷…… 
494,都散了吧，自己都没有活明白，还操这份咸蛋心 
495,这怎么还不上热搜 
496,我尼玛……爱嫂子？ 
497,贵圈真乱 
498,李小璐滚出娱乐圈 
499,怎么热搜上木有了呢 
500,为何李敢这样？不怕哪天视频真的泄露吗（像现在一样被曝光出来） 
501,回复@来杯奶茶ll:我很好奇这个视频是他们公布的还是无意流出啊？ 
502,牛bi 嫂子 呵呵 
503,李小璐滚出娱乐圈 
504,怎么热搜上木有了呢 
505,为何李敢这样？不怕哪天视频真的泄露吗（像现在一样被曝光出来） 
506,回复@来杯奶茶ll:我很好奇这个视频是他们公布的还是无意流出啊？ 
507,牛bi 嫂子 呵呵 
508,这俩货滚出娱乐圈！ 
509,不知道自己有老公有孩子？不喜欢拿孩子绑架一段婚姻，但作为公众人物 确实也没考虑过孩子怎么面对学校的老师和同学么？真是有那么喜欢的话 那就离婚之后再在一块，这个和谐社会是不能网络暴力，但你当初一口一个哥一个嫂子的，就非得在难熬的时候彼此产生感情？你们对不起的只有家人和孩子。 
510,回复@Elianoora:以前的。不过被现在放出来了，啪啪打脸 
511,母女好像都是这样的吧 
512,真是可怜了甜馨了 
513,真神奇 热搜一直降 
514,回复@葛永睿的睿:是的 前几天还在说什么雪崩时没有一片雪花是无辜的 现在又开始了 
515,666666 
516,我就很奇怪，李小璐的热搜怎么消失的那么快…… 
517,居然热搜就这样撤了 这是花了多少钱 
518,露出马脚，贾装不见，马不停蹄，馨疼 
519,666666 
520,我就很奇怪，李小璐的热搜怎么消失的那么快…… 
521,居然热搜就这样撤了 这是花了多少钱 
522,露出马脚，贾装不见，马不停蹄，馨疼 
523,热搜都没了 
524,没想到这条热搜都没爆，而且只有一天。 
525,甜馨会不会也不是贾的娃…… 
526,回复@SNH48-赵诗诗:哪里都有你这个啥比 
527,李小路滚出娱乐圈 
528,太明目张胆了 我都看不下去了 
529,居然有点甜 
530,回复@冒汽:真是心疼小孩 
531,这种事情，不能说被原谅，但是可以被理解 
532,天啊 
533,不要脸啊 
534,上热搜去吧 
535,放飞自己了，有自己的路，让别人说去吧。 
536,热搜咋没了 
537,如果是离婚后的随便它俩，要是婚内，我只能说握草无耻 
538,回复@黄东宁HDN:@丶麻猴烧酒 
539,每个人都有选择自己生活的权利，犯错就不能原谅别人了吗？况且和你们也没关系，大家都善良点不好吗？ 
540,这回不会真的要凉了吧 
541,不是都领证了吗 
542,娱乐圈是个高级场所。古代艺妓大概相当今天娱乐圈了。但古代艺妓严蕊，柳如是，李香君都是才女，前二者更是气节高尚。 
543,回复@添福宝的我啵:也不是没有这个可能 
544,回复@SNH48-赵诗诗:娱乐圈真的是太乱太乱，看不清说不明的关系肯定还有很多 
545,@谢焕超- 我们今晚也学这个手指舞 
546,回复@SNH48-赵诗诗:娱乐圈真的是太乱太乱，看不清说不明的关系肯定还有很多 
547,@谢焕超- 我们今晚也学这个手指舞 
548,回复@中二荼幸:我嘞个乖乖 咋还就委曲求全了？ 
549,666 
550,我想知道这视频哪里流出来的？？？？ 
551,🈯 ✳️ 🍀 🌴 🌵 🍃 🐍 🐸 🐛 🐢 🐊 🐉 🐲 🌲 🌳 🌱 🌿 ☘️ 🎋 🍏 🎄 💚 ⛳ ♻️ 💹 🔋  
552,看到都是骂他们的我就放心了，说明网友的脑子和道德还是在线的，滚出娱乐圈吧！💩💩💩 
553,亮亮亮 
554,我靠！没玩过的都想玩咯？ 
555,讨厌他这种人，睡了别人还喊委屈，而且为了自己的歌，把时隔一年的视频发出来炒作蹭热度。不顾他人的感受。 
556,回复@EnEn-Yan:层主不是加了狗头反讽么…… 
557,他要是真的对李小璐有感情就不会和她搞在一起  一点都不考虑后果的人，明明有大好的前途非得自己作死，就算李小璐也喜欢他，pgone也是第三者，还发长文装可怜 
558,明星也是人也有隐私拿别人视频来放，人家同意了么？ 
559,现在还挺皮几万会被打吗？ 
560,只有我一个人觉得他们很幸福吗... 
561,这点击率好牛逼 
562,他要是真的对李小璐有感情就不会和她搞在一起  一点都不考虑后果的人，明明有大好的前途非得自己作死，就算李小璐也喜欢他，pgone也是第三者，还发长文装可怜 
563,明星也是人也有隐私拿别人视频来放，人家同意了么？ 
564,现在还挺皮几万会被打吗？ 
565,只有我一个人觉得他们很幸福吗... 
566,这点击率好牛逼 
567,渣浪 
568,真是One One 没想到呀 
569,热搜被操纵呢？怎么没热搜了好奇怪 
570,图片评论 ¡评论配图 
571,回复@一颗长不大的大头菜:哈哈哈哈哈 
572,震撼我妈 
573,转发微博 
574,@一颗_小松果 
575,不要脸 
576,如果是两个平常的情侣拍这个我觉得还挺可爱的，可他们两个拍这种视频就让人反胃了🤢 
577,滚出我们的视线 滚 
578,李小璐滚出娱乐圈 
579,，我来增加点人气！！ 
580,回复@陈三岁呀Cc:什么玩意儿这是 
581,要是他们之中有一个人受不了这些舆论的压力自杀了，在座的各位是不是都会愧疚，理性吃瓜就好。 
582,回复@槐序二六Y:你他么在秀我？ 
583,回复@宋景瑜:对了，还有甜馨呢，当妈的这样，以后别人怎么看甜馨， 
584,打个歇后语，一个歌手打了很多屁------答案 屁挤完（PGone） 
585,真是垃圾，心疼贾乃亮！这绿帽子呀！ 
586,热搜被撤了 
587,热搜都不在了，这是充了多少钱？ 
588,热搜都打不开 
589,没有贾乃亮一半好看的男人这是为了啥呀我不懂 
590,粉小璐的都是福利🐔毕竟，大家别骂了，多造福男同胞啊，就是苦了正常的小姐姐了 
591,皮几万说视频只有他俩有是代表他俩还没有分手？？？ 
592,回复@农农要多吃饭:热搜里完全找不到了 
593,看来她们是真的 
594,皮几万说视频只有他俩有是代表他俩还没有分手？？？ 
595,回复@农农要多吃饭:热搜里完全找不到了 
596,看来她们是真的 
597,这就是生活太幸福了，想要折腾出点幺蛾子。 
598,热搜怎么全撤了 
599,回复@宋景瑜:一直在吐 
600,@杨小样没样
601,回复@宋景瑜:孩子都那么大了，就算夫妻俩没有感情了可以离婚了再去找啊！这样对孩子以后影响多严重啊！这俩人太不知羞耻了 
602,回复@伞茶壶:受害者有罪论？？？？ 
603,你这波能赚多少钱 
604,我没觉得有什么不妥，人家离婚了还不让重新找到爱人？如果在一起能幸福比任何一种用道德的标准捆绑在一起的更现实和勇敢！人活着不是为社会活着，而是为自己！ 
605,甜馨上辈子干啥了，摊上这么一个妈！以后上学同学会怎么说她，哎，可怜的娃。 
606,网络暴力不太好吧。算了暴力就暴力吧 
607,想要自己的Q版自画像可以看一下我 VX
608,网络暴力不太好吧。算了暴力就暴力吧 
609,想要自己的Q版自画像可以看一下我 VX
610,真爱吗？ 
611,不是吧，贾乃亮那么帅… 
612,666 
613,娱乐圈真的是拆散一对是一对！ 
614,回复@宋景瑜:我就想知道这是啥时候拍的 
615,omg 
616,可能李小璐和pgone更合适 
617,@Remix不惹红尘: PG会饶舌，贾乃亮会吗？PG会手指舞，贾乃亮会吗？你们细品一下个中滋味，要细品...... 
618,回复@要坚强不任性:不是先后的问题啊，亲，没有姚笛也有其他女人出现的，也可能后遇见马伊琍也出轨呢，本质是他们自己心里痒想出轨， 
619,视频应该是告密者6ix9ine传出来的/微笑 /微笑  
620,把我那么喜欢的一首歌毁了 
621,挺好 别耽误其他人了 
622,回复@SNH48-赵诗诗:^_^^_^ 
623,挺好 别耽误其他人了 
624,回复@SNH48-赵诗诗:^_^^_^ 
625,回复@山而川了了:我这真没造谣 不信问李小璐前助理 
626,回复@宋景瑜:我也差一点儿yuě出来 
627,插进去就对不起贾哥 拔出来就对不起璐嫂。 pigone内心天人交战 只好选择进进出出 
628,回复@-请认真听课-:就这个歌来说应该是以前的 
629, 
630,回复@喝杯奶茶又不会胖:@嗨小六姑娘 
631,来来来，出轨实锤 
632,他们以为撤热搜就看不到了么，殊不知还有热门微博啊！ 
633,什么歌？ 
634,回复@L李明白zH:圣诞小麋鹿 
