,comment
207,苍天在上，我王宝强，我贾乃亮，我陈羽凡。愿结为异性兄弟，从此以后，我们称为绿林好汉。厚土在下。 我马蓉， 我白百何，我李小璐，愿结为异性姐妹。从此我们称为 精帼英雄。 蓉易出轨，宝受委屈。 璐出马脚，贾装没事。 百年好合，风羽同舟 
208,@春晓七七 
209,身为外人 本来不站队的 不过视频已经说明了一切 真的过分了  不说别的  lxl真的什么眼光？ 
210,厉害厉害 ¡评论配图 
211,回复@w929x: 
212,翻出来干嘛！别揭人家伤疤了…沉了吧！ 
213,衣服链接发一下 
214,竟然热搜都没有上呀，好神奇 
215,… ¡评论配图 
216,… ¡评论配图 
217,居然没上热搜 
218,我想知道他评论那些说的是啥玩意 
219,贾一定要跟李撕破脸，李太没脸了 
220,回复@我的阿陽:清华北大给你多少钱我复旦给双倍 
221,这个时候不是应该@政府部门建议封杀的吗 
222,今天怎么突然就没了 真是有钱能使鬼推磨啊 
223,那些说什么甜馨要被一辈子戳脊梁骨的人，只要他们自己能闭上嘴，就不会有人受伤了。 
224,真不要脸 孩子都那么大了 还那么浪 孩子长大会怎么想 
225,看了pgo发的评论真的想说你不勾搭有夫之妇能有这么多事儿？错的还不是你？一边说自己错了自己认一边疯狂狡辩居然还有那么多点赞？口区！还有，你俩把这热搜下了花了不少钱吧 
226,回复@宋景瑜:冷静点 
227,回复@如果的事yeye:是啊这只是我的主观想法，男人比女人厉害多了也更会隐藏！ 
228,有没有姐妹想一起吐槽吃瓜啊！！！！！！ 
229,@西风xl 
230,回复@蜜桃林Pink:那这层的咱们都侵害人家名誉权了哈哈哈哈哈 
231,这视频拍的挺合拍的。 
232,我村里刚通网@崴崴_是阿崴呀 
233,毁三观的女人和男人、 
234,这视频拍的挺合拍的。 
235,我村里刚通网@崴崴_是阿崴呀 
236,毁三观的女人和男人、 
237,回复@Ynzwqlwysncz:心疼心疼自己吧，整个微博没几个带脑子的 
238,回复@宋景瑜:+1 
239,看我评论:喝，tui！！ 
240,回复@小濮同学呀:我天啊 
241,这个话题已经搜不到了 
242,璐姐的世界咱不懂，啥也不敢问，啥也不敢说 
243,大家都有病吧，管孩子啥事！ 
244,一定是PGONE身上有异香 
245,回复@我不知道名字叫什么:我觉得娱乐圈挺正常的了，男的女的出轨一堆，只是这两个看起来不太般配，陈赫陈思成等等出轨的一堆 
246,回复@我是陈家小妹: 
247,回复@我是陈家小妹: 
248,这，我哥，这我嫂子 
249,这一刻…… 
250,居然没上热搜。？？？？？ 
251,牛逼啊 
252,摊上这妈，孩子太无辜了 
253,回复@宋景瑜:别吐，咽回去 
254,热搜都没了 
255,李离婚了没？ 
256, 
257,回复@尤漫漫anita_:就你没病 
258,热搜都被撤了…… 
259,乃亮我大哥，小璐我大嫂，白天大哥大嫂叫，晚上背着大哥艹大嫂。你们也想做头发，当然来我pg家，pg虽然吊不大，但能舔得你小河流水哗啦啦. 
260,回复@软萌的狐狸:你这样的想法就相当主观了，这种事情男女数量应该没一个统计吧，然后作为一个路人客观看事情，有些出轨我们不知道的呢，能给我们大众知道的这部分占总体数量的多少，也没办法作深究。在娱乐圈我就不认为男人出轨一定比女人多了。 
261,回复@我是陈家小妹: 
262,这，我哥，这我嫂子 
263,这一刻…… 
264,居然没上热搜。？？？？？ 
265,牛逼啊 
266,摊上这妈，孩子太无辜了 
267,回复@宋景瑜:别吐，咽回去 
268,热搜都没了 
269,李离婚了没？ 
270, 
271,回复@尤漫漫anita_:就你没病 
272,热搜都被撤了…… 
273,乃亮我大哥，小璐我大嫂，白天大哥大嫂叫，晚上背着大哥艹大嫂。你们也想做头发，当然来我pg家，pg虽然吊不大，但能舔得你小河流水哗啦啦. 
274,回复@软萌的狐狸:你这样的想法就相当主观了，这种事情男女数量应该没一个统计吧，然后作为一个路人客观看事情，有些出轨我们不知道的呢，能给我们大众知道的这部分占总体数量的多少，也没办法作深究。在娱乐圈我就不认为男人出轨一定比女人多了。 
275,回复@软萌的狐狸:你这样的想法就相当主观了，这种事情男女数量应该没一个统计吧，然后作为一个路人客观看事情，有些出轨我们不知道的呢，能给我们大众知道的这部分占总体数量的多少，也没办法作深究。在娱乐圈我就不认为男人出轨一定比女人多了。 
276,眼睛瞎了，自己老公多好， 
277,回复@YY遇见HH:额......我只想说普通人管好自己就好了，人家不愁吃不愁穿轮得到我们来心疼吗？麻烦看看我原话想表达什么意思再来喷吧 
278,如果是陌生的脸，看起来很恩爱。很甜蜜。 
279,回复@水果店的瓶子x:哈哈哈哈哈哈哈 
280,回复@SNH48-赵诗诗:离婚了怎么搞随便，在婚内干这事就是不要脸 
281,90后的我都快秃了，为啥lxl头发还那么多 
282,李小璐真骚呀 
283,明显不是李小璐！你们的眼神都长歪了吧 
284,回复@SNH48-赵诗诗:她一直在网红圈 
285,往往女的发生这种事会被骂的特别惨  男的就还好 性别不平等还是存在的 
286,回复@池浓浓n:真实呕吐了🤮🤮🤮 
287,马蓉plus 
288,赶快滚来做头发  马上过年了有活动 
289,基本可以看出李小璐是挨刀了，估计是利益没谈拢，爆出视频来毁她。虽然对李这个人没什么好感，但是还是少些键盘行为，少些网络伤人言语吧 
290,@汪汪队长随时待命 
291,@汪汪队长随时待命 
292,他两不在一起难道还有谁要吗，胸怀坦荡的出轨，贾乃亮头顶的不止是一片草原 
293,回复@喝杯奶茶又不会胖:📱 
294,不知是预感还是咋的，李金莲从一出道就从心里讨厌她，果然应验哦。话说俺怎么那么从心里厌恶唱rap的呢，天生一种讨饭气质，厌恶！个人感受，喜欢rap的勿喷 
295,一直在压热搜！现在已经没有热搜了。好可怕 
296,情侣装，豪华酒店。女儿都不要了跟人打炮。 
297,绿色光线扫射中 
298,???在一起了？ 
299,回复@糖包笑嘻嘻:关注她的粉丝可能只是馋他身子 
300,我的天啊想不到真的 
301,潘金莲pro 
302,够够的了，看你们俩我都觉得觉得自己发霉了。 
303,回复@暮色与风_:当妈没的说？以身作则出轨？甜馨还小她不懂这些事情意味着什么，她长大了看她妈的这些破事，对她成长和教育有帮助？ 
304,回复@城城伊伊:算了...不跟你们没脑子的对话，麻烦看看我原话到底想表达的是什么 
305,我想知道小鹿紧不紧，嫂子骚不骚？ 
306,贾乃亮帅多了，什么眼神，真的是。。。 
307,我想知道小鹿紧不紧，嫂子骚不骚？ 
308,贾乃亮帅多了，什么眼神，真的是。。。 
309,好奇这些出轨的为啥要自己拍证据 
310,李小璐这是花了多少钱、全网热搜都撤了 
311,为啥隔了一夜，热门还在 
312,说实在的，如果只是单纯的情侣，我们会觉得挺养眼的，但是前提是，1.你未婚，2.你没孩子。加了这两个前提，就是出轨了 
313,讲真，不管啥时候的事儿，这是真实发生的吧抵赖不了吧不得不承认吧，当时做了就要想到有这么一天，别觉得自己有多委屈，不同情亮哥 连媳妇喜好都不大了解的老公 生活在一起媳妇会很累。但不理解和不陪伴也不是婚内出轨的理由 大可以离婚后想做什么做什么 没有人会指指点点，最起码对甜馨的伤害会少一些 
314,想不明白啊，贾乃亮人长得帅，也有钱，人也超级好，@李小璐Super璐 你咋想的？ 
315,绿了别人别人不是我的错，是大家针对我。 
316,一个字 
317,我觉得吧 不能为孩子负责 就别生 你爱咋浪咋浪 别耽误贾乃亮和甜馨好吧 
318,不喜欢李小璐了 
319,回复@知你故来风:吃最烫的饺子，玩最浪的嫂子。 ¡评论配图 
320,李小璐花钱撤热搜了吗？ 
321,回复@月初惊寒鸦:必须真的 
322,艹 
323,甜馨摊上这么一个不着调的妈也是可怜的娃 
324,情侣装 
325,回复@我是小羊miemie:我去！！！ 
326,这种垃圾你们为什么要把它送上头条辣我眼睛 
327,对甜心好不负责啊，毁了婚姻家庭，怎么光明正大亲 
328,恐怖 
329,我的天呐 
330,回复@来杯奶茶ll:娱乐圈好嗨哦 
331,回复@玻利维亚的小橘子:为什么还出来秀 真是有病 
332,回复@爱吃肉的panda薛:这个文案会让你得到一份好工作 
333,出轨的女人 
334,我想娶贾乃亮 
335,妻不如妾，妾不如偷 
336,亲，我佩服你的勇气，你敢爆出来不怕她告你你？还有，你是在哪里找到这个视频的？李为何要录视频，难道不怕有一天会被爆出来吗 
337,个人觉得，你们怎么混乱都不关我们事，你们爱咋咋地咋地，但是别当什么公众人物了 
338,哎 
339,我想娶贾乃亮 
340,妻不如妾，妾不如偷 
341,亲，我佩服你的勇气，你敢爆出来不怕她告你你？还有，你是在哪里找到这个视频的？李为何要录视频，难道不怕有一天会被爆出来吗 
342,个人觉得，你们怎么混乱都不关我们事，你们爱咋咋地咋地，但是别当什么公众人物了 
343,哎 
344,又不是床照.没啥 
345,回复@遗忘的蹦蹬你个蹦蹬噢:哈哈哈哈哈 人才 
346,回复@宋景瑜: 
347,pgone
348,牛批牛批 
349,回复@尤漫漫anita_:娱乐圈男的出轨，所以李小璐出轨就可以没有任何问题了？秀啊你佩服佩服，这个三观🐮🍺 
350,真吐了 
351,呕 
352,甜馨看到怎么想？？？？ 
353,好吃不过饺子 
354,卧槽 
355,回复@不瘦下来坚决不改微博名的小锦鲤:这也行吗？脸都不要了，出轨还这么理直气壮的在一起了 
356,今天已经看不见热搜了 
357,今天已经看不见热搜了 
358,热搜没了 
359,热搜都撤了，好厉害 
360,图片评论 ¡评论配图 
361,回复@宋景瑜:你个舔狗 找不到屁事做了 一天在这瞎评 
362,呵呵，那时候去做头发不是证实了 
363,李小璐给pg菊过鸭儿吗 
364,回复@暮色与风_:拉我进群，赚点零花钱快双十一了 
365,额，不要脸 
366,感觉李小璐看起来就是很爱玩的样子，如果她不结婚和屁几万倒是臭味相投 
367,出轨的，小三的都应该封杀，还有脸发出来，影响社会风气，没考虑过小孩子会被周围闲言碎语伤害么 
368,会不会过几天甩结婚证出来炸一炸 
369,发出来就是为了让亮难受的么，哎，这个世间怎么啦，那么可爱的孩子，幼小的心灵谁又能抚慰呢？ 
370,不在热搜 
371,这个手势视频是啥时候火的流行的 虽然现在才爆出来 但是可想而知是多久之前拍得了 
372,我吐了，看到他们两个的脸，觉得贾乃亮真可怜，被绿的惨 
373,这个手势视频是啥时候火的流行的 虽然现在才爆出来 但是可想而知是多久之前拍得了 
374,我吐了，看到他们两个的脸，觉得贾乃亮真可怜，被绿的惨 
375,热点被她降下来了 
376,她有一天会后悔吧，孩子长大后会怎么看她。 
377,厉害了，有钱就是牛 
378, 
379, 
380,怎么感觉第二个张柏芝，看着很清纯，对弟弟很闷骚。 
381,竟然没有热搜，这都能压下来 
382,公关真厉害，就这都没上去热搜 
383,热度怎么没有了？按道理说不可能的啊 
384,回复@呐吶纳兹咩:不好意思，晋江拒绝 
385,让李小璐净身出户，孩子也不能给她，都教坏了 
386,咋还不爆？我等着呐 
387,牛逼 
388,热度怎么没有了？按道理说不可能的啊 
389,回复@呐吶纳兹咩:不好意思，晋江拒绝 
390,让李小璐净身出户，孩子也不能给她，都教坏了 
391,咋还不爆？我等着呐 
392,牛逼 
393,回复@SNH48-赵诗诗:你不怕被骂？ 
394,都这么亲了，就差直接滚了～还喊愿望，不承认呢 
395,咋还不爆？我等着呐 
396,牛逼 
397,回复@SNH48-赵诗诗:你不怕被骂？ 
398,都这么亲了，就差直接滚了～还喊愿望，不承认呢 
399,回复@小暖即爱K:是叭是 我也觉得 
400,刚开完更LOU的视频，不敢想象 
401,卧槽 
402,一句话，嫂子好玩不？ 
403,吓人 
404,当时网友扒出来他俩又是情侣拍照姿势 又是情侣卫衣 情侣戒指的 李小璐就是个恋爱脑 明眼人谁看不出来他俩有一腿.. 当时还洗呢 
405,@我最可爱了a @小怪兽时遇 快来吃瓜 可怜了甜馨宝贝 
406,嗬~tui~小璐和马蓉可以组个团了，叫twins 
407,@我不是扑克脸 
408,嗬~tui~小璐和马蓉可以组个团了，叫twins 
409,@我不是扑克脸 
410,一夜热搜没了哎 
411,图他啥呢，图他没亮亮帅，没亮亮有钱要是有一点优秀都忍了 关键是没一点呀 
412,回复@宇宙级戏精双鱼男:呕 
413,PG One
414,回复@蒋清嘉l:没用，全是三无假货，谁买谁傻子 
415,卧槽，啥情况 
416,😂不知道什么时候这个家伙也会被绿 
417,回复@SNH48-赵诗诗:你可真能蹭啊 
418,尼玛 倒胃口 
419,还搞这种动作 
420,@躲在扑克牌里的猪 
421,还搞这种动作 
422,@躲在扑克牌里的猪 
423,首先表明立场，这对家伙真是伤风败俗 然后呢？请评论区私生活也很烂的人滚出去，您不配。您和这对b是一丘之貉，谁也笑不起谁 
424,回复@他住在八月的洪流上:这个… 
425,好好活着不好吗     那么爱他的男人和那么可爱的女儿    愣生生要往死了作 
426,所以还没离婚吗为啥还不离婚呢 
427,被你绿了，还觉得自己受害？不搞你搞谁 
428,我丢。 
429,回复@大梦Mancy:我以为这家伙死的透透的了，还能出来圈钱？！ 
430,@张若雨 妈呀！！！ 
431,让他们赶紧去世 
432,我昨天吃瓜为撒看见说贾是同 
433,竟然没上热搜。。。原来热搜真的很有水分 
434,我眼瞎居然认出这是李小璐，挨千刀的 
435,我眼瞎居然认出这是李小璐，挨千刀的 
436,是不是因为他说唱舌头灵活的原因，he.tui 
437,李小璐滚出娱乐圈 
438,回复@蜉蝣yy:有情况？ 
439,卧槽  热搜搜不到哈哈哈 
440,回复@尤漫漫anita_:脑子有问题？男的出轨就不伤害孩子了？人家在这心疼孩子你这傻狗叫起来了？ 
441,姓李的话，我想要带你回家，在那深夜的酒吧，哪管他是真是贾…？ 
442,一大早搞得花里胡哨的 
443,说实话，什么都不谈，这个视频是好看的，如果你离婚了，断干净了，你俩在一起别人说不出什么，可是首先你之前是有夫之妇有孩子！！！！真的………… 
444,回复@也无风雪也无晴l:我看到的都是原告被怼得哑口无言，你看了视频没还在这给杨幂洗白，被告说杨幂秃鸡要拿什么证据，你没眼睛吗 
445,@用不用给你脑袋浇浇水  @今天快乐追星了吗f  emmmm 
446,回复@宋景瑜:我不信，吐的什么我看看 
447,回复@要坚强不任性:谢霆锋不是先遇到的王菲再遇到张柏芝，然后还是离婚去找王菲了。其实都一样，家里的不管怎样，外面的屎都是香的 
448,这是李小璐么 
449, 
450,这是要公开恋情的前奏 
451,回复@宋景瑜:我不信，吐的什么我看看 
452,回复@要坚强不任性:谢霆锋不是先遇到的王菲再遇到张柏芝，然后还是离婚去找王菲了。其实都一样，家里的不管怎样，外面的屎都是香的 
453,这是李小璐么 
454, 
455,这是要公开恋情的前奏 
456,你们不觉得很可怕吗，不想说两个人，说说这视频是怎么流出来的，要是自己放出来的就算了，如果是后台放出来好可怕，哪有什么隐私可言 
457,10几万的评论，上百万的点赞，这热度就没有了，哎，渣浪…… 
458,回复@宇宙级戏精双鱼男:这家伙还没凉透？ 
459,回复@凶残的人类_:她要没有这事，谁搞她啊？洁身自好，好好带孩子，好好拍戏，想搞也无处下手吧！？ 
460,哎！可怜的甜馨以后怎么做人 
461,@贾乃亮 
462,好吃不过饺子，好玩不过包饺子 
463,回复@宇宙级戏精双鱼男:来来来滋个尿兄弟们，咱们敬万哥！ 
464, 
465,太秀了 
466,不会为人处世还看不起别人 谁真心跟你处？ 骂gai还说自己背锅 谁让你出头了？ 跟有夫之妇在一块时你想到关心你的人了吗，想到被你们这种行为伤害的人了吗？懂不懂一个成年人做事的底线？ 说贾利用李的人，李是傻子吗？结了婚安分守己是最基本的，没感情了对你不好了你倒是离了婚再瞎搞阿？ 
467,婚都离了，你再不叫她开个荤，打算憋坏她？ 
468,回复@SuperYang_Yang:永远不要当键盘侠 
469,婚都离了，你再不叫她开个荤，打算憋坏她？ 
470,回复@SuperYang_Yang:永远不要当键盘侠 
471,又没真的亲到 大惊小怪 
472,哎呦你们可省省吧，张柏芝都成那样了你们还不是在洗。 
473, 
474,没有了 
