,comment
68,回复@决堤怎么提:可能人家本来就是日本种，必竟被统治了50年，该回去享受变态的快乐了。 
69,回复@昼伏小朋友:跟日本是政治问题吗？你是已经忘了他们侵华所犯下的罪了么？ 
70, 
71,回复@舒淇:拍片的祝福正在去拍片的 
72,虽然我的祝福迟到了，但祝福是永远的！ 
73,我还是忍不了 
74,回复@舒淇:滚出中国🇨🇳 
75,回复@迷宫81426:日本已经为侵略付出了代价。 
76,回复@TST活酵母全国总代-阿宝:早点破产 
77,回复@野性2552:你也算是个人 
78,回复@舒淇:就当是去练技术了 
79,回复@AK項小康:言承旭哭着说，要记得回来，就当你去练技术了 
80,回复@pygmalion-X:日本人怎么了，你还活在侵华嘛？ 
81,南京30万冤魂！ 
82,可耻！ 
83,回复@舒淇:我到现在都一直相信爱情。可我不明白志玲姐，为什么要嫁给一个日本人，我不想再喜欢你了@林志玲 
84,回复@舒淇:滚蛋黑泽志玲日本人 
85,辣鸡，看到就饶走 
86,回复@景川大叔:啊啊，好突然！ 
87,回复@Forfreelife:你配吗 
88,回复@雪景里de梅花:看来是你看多了 
89,回复@对没错我在等你:是吗 
90,回复@William_____li:封你妹啊 不服你别看呀 
91,回复@决堤怎么提:你滚 
92,回复@萸凉50396:那你滚吧 
93,回复@否极泰来110空荡荡:人家可是抗日女英雄 
94,回复@小蛘子:请你有点吱吱吱迷 
95,回复@苦渡003:人家嫁到日本祝福一下中国就完了?要全都是你这种人才叫完了 
96,回复@冬嫟子:友军 
97,回复@凝望她沉睡的脸:盲目爱国狗 
98,回复@xxxxssssssdddddd:拜托勿忘国耻是叫我们不要忘记以前来努力复兴中国的，难不成是叫我们现在盲目爱过国跟风?就因为一个公众人物嫁到日本就开始骂?说着中国历史你不知道中国自古讲礼仪?日本做的都比中国好!还好意思说，您是小学没毕业吗 
99,以后离婚不要回中国捞金 
100,黑泽志玲您好 
101,回复@乔杉·:一起来祝福这个B 
102,恭喜 
103, 
104,恭喜恭喜 善真美好的人值得一切的美好 
105, 
106,我反对林志玲嫁日本人、好好的中国人为什么嫁日本人 
107,不管是，林志玲还是黑泽志玲，我们都喜欢 
108,志玲姐姐，我想问下日本。人的活儿好不好？ 
109,真斑呸 
110,\ 
111,起来  不愿做奴隶的人们  把我们的血肉  筑成我们新的长城  中华民族到了  最危险的时候  每个人被迫着  发出最后的吼声  起来  起来  起来 我们万众一心  冒着敌人的炮火前进  冒着敌人的炮火前进  前进 前进 进 
112,回复@ZDL朱东林:日本人就是倭寇？爱情不分国界，日本人全都是坏人？ 
113,回复@我为小染上王者:你特么积点口德吧 
114,回复@王可贵:嫁给日本人怎么了？爱情不分国界，特么你还扯到靖国神社，并不是所有日本人都是坏人 
115,回复@愛丄卜該愛:日本对中国是有伤害，这跟别人结婚有什么关系，爱情不分国界 
116,脱粉了哈哈哈 
117,勿忘国耻牢记历史 
118,ｕ 
119,回复@丧逼可爱Ruir:老子目前开的车你这辈子想都不敢想 
120,回复@舒淇:娱乐圈没办法不祝福啊，只能说是口头上的，听到是日本人我想在座的各位都有火吧，得不到别人祝福的婚姻是不会幸福的，看着吧 
121,终于出嫁了 
122,什么人不好嫁嫁给日本人  醉了中国没男人了？ 你不知道日本人来中国杀了多少人？平时看你装的挺像模像样的  人面兽心。 
123,真想呵呵了 
124,为什么要嫁日本  不能接受 
125,回复@柳岩:也希望你早日摆脱那些负面消息，迎来自己的幸福。 
126,99要幸福！！！ 
127,回复@李耀杉:学历不高，好多错字 事-是 还-改 
128,回复@决堤怎么提:厉害了，和周杰伦捐款一样！高手！绝对是高手！周杰伦捐款说自己不是中国人事台湾人，林志玲以前挺喜欢的，听说嫁到日本…感觉有点可惜，毕竟不是听到中国某明星娶她。虽然这么说有点不好，但是对那些还国籍的明星我很反感。成龙大哥出门在外说的最多的事我是中国人🇨🇳，给中国代言，好自为之吧！ 
129,回复@决堤怎么提:其实，志玲姐姐以后会活得很累，每天要防着公公，弟弟，哥哥，邻居，老公的上司，同事，送水的工人，查水表的，修水管的，坐在家都怕突然会闯进好几个光头大汉，出行还不能坐电车。最重要的，是不能当老师了。 
130,回复@道姑美人lxj:田园女权？ 
131,回复@狼王SSC:勿忘国耻是对的，但那些嘴里喊着很讨厌日本，却用着日本产品的人更令人作呕。而且嫁给谁是人家的事儿，你在这儿滴滴叭叭什么。 
132,回复@korea饰品代购批发:好的 
133,祝女神幸福~ 
134,回复@Jin_bo_shi:你还有机会，等三年试试 
135,恭喜恭喜！一直幸福到底！ 
136,选择了让日本金手指背锅，赞一个 
137,回复@决堤怎么提:CCTV这时候该出面受理FS她！ 
138,波多志林 
139,把这个照片男人部分放大，真的恐怖，满脸猥琐 
140,中国沒男人？从此不再关注你任何 
141,能否带着你的爱一起去南京大屠杀纪念馆一游！！！ 
142,无知妇孺说的就是你 家国国耻都给忘了 嫁给日本人 真他妈的丢人 
143,新婚快乐呀 
144,恭喜姐姐 
145,滚出中国吧     黑泽志玲 
146,纳尼 
147,我怎么那么讨厌，中国人找日本人呢…… 
148,希望我也可以等到志玲姐姐的幸福 
149,被别人玩song了，所以找个小ri  ben  背锅，还夸人家ji  yin  hao  ，什么时候出公媳系列？ 
150,回复@叁-零-壹:是歌詞啦 
151,追求幸福没有错，错在你是工作人物 所以把你打入凡尘 
152,我没钱吃饭了，志玲姐姐支援我５００块钱吧 
153,回复@·-_-·:见证七十多年前的历史？ 
154,回复@鄭元暢小綜:哈哈哈 
155,回复@黄晓明:啧 
156,琥珀！ 
157,回复@叶子和大象:槽，你难道忘了日本是什么国家，它对我们的伤害有多少。从古代开始我们就和日本人斗，一直斗到现在从没停止过，你现在和我说爱情来了哪国人有关系吗。 
158,看你嫁给了，日本人，瞬间对你差评，祝你性福 
159,取消关注了 
160,这人长得很有男子气概！希望你是嫁过了 爱情！祝你幸福好运平安！ 
161,尼玛...我还以为是波多野结衣 
162,嫁给日本人，有点不舒服 
163,为什么要嫁给日本人 
164,为什么要嫁给日本人。。为什么要嫁给日本人？？？？？？？？？ 
165,为什么要嫁给日本人？？？？？ 
166,志玲姐姐，绝对是爱情了，相信爱情！ 
167,回复@是Double-T:高德导航一直用林志玲声音，昨天刚给换了 
168,林不知道陪多少大佬睡过，有个人肯接盘就不错了，也只有日本人不在意她的过去 
169,志玲姐姐要幸福哦 
170,回复@U币鼓风机:说的太对了 
171,永远支持神仙姐姐刘亦菲！大是大非面前表现出来的爱国心另某些只顾着圈钱而认贼作父的某岛明星强了不止一万倍！刘亦菲为了爱国可以不嫁给宋承宪那个棒子！我们中国人永远爱她支持她！比某些人强出天际@林志玲 ！！！ 
172,林不知道陪多少大佬睡过，有个人肯接盘就不错了，也只有日本人不在意她的过去 
173,眼神不好吗 
174,既然嫁日本了，就别不要脸的赚中国人钱了好吗？ 
175,回复@狼王SSC:什么年代了，爱情来了哪国人有什么关系？ 
176,回复@半世缠绵丶只为你封心:她俩可以一起拍一个了，现在都是日本国籍 
177,回复@叶子和大象:那有必要嫁给日本人吗。 
178,居然嫁给日本人 
179,你早就該結婚了，記得下輩子嫁給我 
180,这男的长的都不如农村那好老爷们 
181,当真是国内娱乐圈的男人玩够了，换个日本的 
182,请问你知道你代言的海豚家是怎样一个祸害软件吗？人不要为了钱而把良心都丢掉了，那样真让人看不起 
183,回复@小蛘子:女婿，你给我弄他 
184,回复@舒淇:三级皇后娘娘 
185,曰「本人」活好 
186,可能我眼 
187,回复@飞天红猪侠:玩笑   剪辑    节目效果 
188,必须要幸福，爱情总会来， 
189,回复@年华是无效信0823:绿营《自由时报》刊出这样的文章《台日友好！林志玲闪嫁被赞爆 网惊
190,般配 
191,回复@决堤怎么提:勿忘国耻 
192,回复@黄晓明:表白大baby 
193,勿忘国耻 
194,回复@柠檬咖啡2016:你爸都是我孙子。 
195,回复@洪世贤:叔叔你还那么惊讶呢! 
196,简直是丢中国人的脸！ 
197,回复@幂幂--蜜蜂家:希望你能领悟 
198,回复@幂幂--蜜蜂家:领悟 
199,？？？🇨🇳🇨🇳🇨🇳🇨🇳 
200,虽然有很多喷你的 但是我觉得你做的没什么不对的 祝你幸福 
201,回复@焦传洋:婚姻没有国界，难道喜欢一个人就因为他是日本人，然后就不能在一起了？中国人不能嫁日本人了？ 
202,回复@falundafa333:你可拉倒吧别跟我嘴仗！ 
203,回复@falundafa333:那会一样。激进毛线，那是你不知道。我看你爱国不爱国也跟我没关系省得嘴仗！ 
204,一棵好白菜，好像被猪拱了 一样。 要不，考虑我看看，广州荟蕞计算机系统有限公司创始人——李健权 
205,看花样姐姐的时候看到你很期待你的爱情到来 真的很开心你等到了 
206,回复@萌萌哒97532:你太偏激！ 我们中国古代国内很多战争都是自己国人打国人，那么你要不要一辈子仇恨我们中国人？？？ 
207,回复@萌萌哒97532:装逼啦你 你真以为你那么爱国？！我们中国人的尊严很多的都是被你这些人丢脸丢到外国去！ 
208,回复@决堤怎么提:林志玲滚出中国，回你的日本去 
209,年龄大了去日本混AV了？ 
210,说实话志玲姐姐眼光不行啊 
211,回复@张歆艺:日本人，不应该，嫁谁都不能嫁日本人！你们太放肆了！居然还祝福 
212,回复@馬天宇:你要加油 
213,这个事情没有什么对与错，选择的就是最好的 
214,1945年的今天希望你铭记！ 
215,回复@Suuu___H:我也觉得 
216,言承旭哭晕在厕所 
217,志玲:粘你的幸福让我今年遇到他，遇到一个幸福吧 
218,不评论不祝福，只是个人观点不喜欢日本罢了，或许因为历史原因台湾省的人可能对日本没什么感觉，但是我一个内陆的从心底里膈应日本 
219,不明白她为什么要嫁给一个日本人！ 
220,我反对这门亲事 
221,回复@falundafa333:电影在国家面前算个屁！有关国家尊严！ 
222,回复@falundafa333:还善意！日本人杀国人那可是一点善意也没，还残忍至极！你连说话的份都没把！还胳膊肘往外拐，教训国人了？ 
223,回复@falundafa333:你想起来的还多了呢，一个破电影在国家面前算个啥！你傻吧！ 
224,回复@菀鸢·:要的 
225,回复@王可贵:您可劲酸 
226,回复@falundafa333:日本人一辈子仇！洗都洗不干净！记住！脑残！ 
227,回复@没有底裤穿:人家喜欢，非要嫁中国人吗？？自己喜欢就够了 
228,回复@凛冽YQ:我特么，人家嫁给日本人怎么了？自己喜欢是人家的事情，关你们什么事 
229,回复@王昌江0:人家赚的钱一半都拿来做慈善了好吗 
230,回复@决堤怎么提:百分之九十骂志玲姐姐的都是男性。。。。是嫉妒还是怎么・_・?我也是醉了，一群屌丝骂什么 
231,回复@允諾4135:嫁给日本人怎么了？？？ 
232,回复@小萝卜的心:你tm的给我滚 
233,从小到大喜欢了她这么多年  果断的删除 以后只要是带她名字的 一律不看 不认识这个人了 
234,祝福 
235,他是不是在热气球上跟你求婚 
236,终于嫁到日本了 
237,祝幸福 
238,恭喜了呢，姐姐，祝你幸福哦 
239,反正我不会点赞，想不通为什么嫁给日本佬，怎么不大胆去找言承旭。 
240,回复@决堤怎么提:我觉得你们是沙雕吧 
241,偏偏是个日本人！唉 
242,回复@年华是无效信0823:说得好！挺你！哥！ 
243,回复@舒淇:鸭，战战偶像 
244,都可以当你爸了，，大姐，，咋回事啊 
245,才女，你嫁人了，真心祝福你幸福。你一直是我最关注的人，虽然我没有微博，但新闻关注你，现在刚有了可以经常来看看你。 
246,准备离婚率 
247,嫁谁不好，非要嫁日本人 
248,建议去看那些女人，以后再也不看你了 
249,嫁给了倭寇 
250,回复@姚晨:这一层怎么崩了？？？ 
251,期待你在日本拍的动作剧情片子 
252,日本人，滚 
253, 
254,黄渤比他帅 
255,以前就觉得你和波多野结衣长得非常像，但你现在的行为让我怀疑。。你们莫非是亲生姐妹 
256,回复@翻车的萝莉控:滚欧 
257,回复@姚晨:无底线的人 
258,回复@舒淇:只希望她不要流着泪再跑回中国 
259,回复@柳岩:嫁给日本人真心没办法祝福，她的节目很多中国人应该都不会再看 
260,回复@舒淇:中国男人千千万，挣着中国的钱去陪日本人，心塞，没办法再喜欢你了 
261,回复@年华是无效信0823:中国人而已 
262,乱汉分子 
263,回复@小萝卜的心:道出了一个日本女性的可能存在的危险 
264,​​​ 
265,在日本你也不会得到日本国民的尊重，在中国你是个背叛者，在日本你是个外来户 
266,中国男人千千万万，你找我也比找这个强，我哪里都可以比他好。疼你爱你都不会比他差，所以你嫁他我心里还是想不通。你的粉丝，但是竟然嫁了只能祝福你幸福快乐，如果他不好不要不好意思，告诉我 
267,没有结婚典礼的吗 
268,回复@111幽111_59766:你算什么？你是日本人的孙子啊。 
269,回复@111幽111_59766:可能是日本人贿赂你。 
270,回复@沉举:帅 
271,林志玲美吗@RpS苏先生 
272,回复@曾舜晞Joseph:哪他妈都有你，滚边去 
273, 
274,回复@最是那_低头的温柔:你是我儿子 
275,恭喜恭喜 
276,回复@发现美的结构:你管人家那么多 
277,回复@竹韵兰风zhuyunlanfeng:神经病哈哈哈 
278,回复@决堤怎么提:神经病吧你是，这些个人心灵怎么这么扭曲啊不是我说，现在的网络真可怕，和外国人结个婚被骂成这样，，真的牛批，什么闲事都能管，思想封建落后到这种程度，真的是服了，就算思想封建可是你们也没有中国的礼仪廉耻，莫名其妙 
279,祝福女神 
280,以为会嫁给个多金或者帅气的，没想到嫁给了活好短小的日本人 
281,回复@非淡泊无以明志l非宁静无以致远:静香ok么 
282,回复@一颗大珍珠嘿:她们就是见不得别人好，矫情 
283,"回复@weewu:还有你算个什么东西，人家在你心里算女神或者是女匪who cares，please  shut up and go back for your mommy,let her tell you what is respect . "
284,回复@weewu:我喜欢哪一个国家和你有关系吗请问，我不讨厌任何一个国家，不像你们这种只存在于网络上的键盘侠，还有请把嘴巴放干净，如果你讨厌日本，赶快去日本搞个东京大屠杀，我不反对你而且应该会有一群和你一样睿智的人捧你，没有那个本事就悄悄闭嘴，别在网上丢人现眼。 
285,呵呵哒，结婚了啊？别回国捞金了 
286,卖国求荣 
287,6 
288,回复@决堤怎么提:终于看到友军了 
289,Wow 
290,回复@xy花氵原本的气息:小哥哥有故事 
291,民进党的艺人 
292,回复@等我十年娶你:我这么说你啦 还是这么说他了 谁有病 
293,真没有言承旭帅 
294,最帅最和你搭配的言承旭为什么不是你的老公，再也不相信爱情了 
295,美女跟狗离了吗 
296,回复@美好心世界hehe:你有病是吧？ 
297,回复@蔡萌萌的小萌萌:期待东京最热的时候 
298,志玲姐姐永远幸福 
299,恭喜女神!!!!!寻找到真爱🥰 
300,回复@xy花氵原本的气息:这个可以实现 
301,为什么要嫁日本人，这样的话言承旭会好伤心 
302,建议你去看一下金陵十三钗 
303,为何要嫁给日本人呢 
304,一个日本人，你们还粉？国仇家恨，醒醒吧 
305,回复@NotToMatterMen:期待跟波老师同台竞技 
306,回复@奥特曼也怕酸:期待跟波老师同台竞技 
307,回复@蔡萌萌的小萌萌:期待跟波多老师同台竞技。 
308,回复@·-_-·:什么热，什么未亡，什么公公，想象就激动 
309,日寇 
310,爽了吧 
311,说真的长的好猥琐 
312,回复@久弎:666 
313,回复@在回忆里梦你:人家是嫁给爱情，关你屁事？ 
314,回复@决堤怎么提:人家结婚关你们屁事？ 
315,回复@舒淇:林志玲当年应该出演金陵十三钗主角 
316,回复@黄晓明:嗨 
317,回复@柳岩:公众人物，嫁给一个日本人，脑残了，不知道中国和日本世代的仇恨吗？日 
318,日本人 
319,你❤️🐯🐴？ 
320,怎么不发穿和服的照片，敢？ 
321,你不是叫黑泽志玲么 
322,平亿近人 
323,泽 
324,哎，我还以为能跟黄渤在一起呢。 
325,祝贺你，黑泽志玲 
326,回复@宋扬上下心:搞的跟你不是中国人一样 
327,为什么我会不开心？ 
328,黑泽志玲 
329,回复@姚晨:好酸啊 
330,我搞不懂，网上你可是骂声一片，怎么微博里好像没什么骂你的？ 
331,她的眼神里透露出伤感，莫名的不舍不知道有谁读到了 
332,祝福你 
333,台湾人都去祝福吧 
334,回复@馬天宇:女神，恭喜୧(๑•̀⌄•́๑)૭ 
335,祝福你，祝你早日拍av 
336,确定幸福吗 
337,。。 
338,回复@姚晨:呀吗呆 
339,尼玛，日本人 
340,早生贵子，噢噢噢！ 
341,解放台湾的动力没有了，只好去打日本了？ 
342,嫁给一个日本人，是不是没看过金陵十三钗啊？志玲姐姐 
343,回复@的JJD:中毒 
344,真的 以前刚知道林志玲这个女生时 第一感觉是不太喜欢吧 然后慢慢的就越来越了解 越来越觉得 一个女生怎么可以这么好 这么有学识 这么漂亮 身材好好 非常完美了 要一直幸福呐 
345,回复@舒淇:可惜了 
346,回复@寇乃馨:3 
347,回复@舒淇:求种子，我想看！你的 
348,回复@柳岩:什么人跟什么人在一起！你也不选了！ 
349,回复@满军微博:顶住 
350,回复@LYB楠哥:顶住！ 
351,勿忘国耻！ 
352,有夫妻相 
353,回复@埋葬吧爱情-:姐姐不要难过，要相信自己能遇见更好的人。但也不要爱的太深太卑微了。加油 
354,回复@洪世贤:黑泽志玲老来中国干嘛 
355,历史问题那是历史，志玲追求的是爱情，现在是恋爱自由的时代，希望有些键盘爱国憨憨请滚，你们不代表中国 
356,， 
357,最美丽温柔的志玲姐姐一定要幸福哦～祝福你，温柔对待全世界并且知道自己想要什么的你，非常非常值得拥有幸福～ 
358,就你们这样中国未来算是完了。 
359,嫁个日本人就给你们高兴的 
360,什么时候结婚的  不是一个人不混着嘛 
361,让整个中国差不多的少了解放台湾的激情总不会打解放小日本的主意吧，不干了，解放小日本到手是二手货了 
362,回复@NHaloperidolS:噢，我也没怎么啊？奇怪了，我爱国怎么？是辱骂日本人了还是怎样了？扯不过就讲这些？请问您不算多管闲事？希望您也可以认真工作没事少瞎鸡儿担心哦？ 
363,回复@不知道取什么昵称-:猥琐 
364, 
365,回复@冬瓜喜欢小狗狗:今时不同往日；新时代主题是合作与发展，格局是政治多极化，经济是经济全球化，国家支持的是勿忘国耻，振兴中华。不需要瞎鸡儿爱国，国家需要您以热情的心接受对中国友好分子，需要您认真工作，少管闲事，为全面建成小康社会贡献您的一份力量 
366,回复@NHaloperidolS:他们讨不讨厌中国跟我没关系，我只是说素质方面的问题。如果说日本政府不代表日本人民的做派难道当年侵华的时候，市政府把刀架在他们的头上？当年的侵华日军被称为英雄！ 
367,回复@舒淇:强烈建议广电总局，封杀黑泽志玲，赚中国人的钱，然后去日本交税，替日本生孩子，如果中日打战黑泽志玲的孩子还得拿枪打中国人。 
368,回复@尧尧桃花十里:脑残 
369,黑泽志玲 
370,有点小失望，居然嫁给一个日本人 
371,回复@愛丄卜該愛:跟人家结婚有个屁关系。侵略中国的又不是这些人。日本政府不承认你还要和日本全国为敌？ 
372,晕倒，你什么时候结婚了……听见自己心碎的声音 
373,回复@李治廷: 
374,为什么要找日本人 
375,对日本人。。。😞 呵 
376,回复@舒淇:日本人是头猪早知道六千年就炸了日本国家 
377,跌跌撞撞这么多年，辛苦了这么多年，可以遇到属于妳自己的幸福，真心替妳开心。 好好抓住这不容易得到的幸福，组合属于妳的家庭，好好经营你们的未来生活。 停下脚步，好好规划 
378,你不配当中国人。 
379,回复@软软啊rr: 
380,为啥不是言承旭 
381,为啥嫁给日本人 
382,回复@舒淇:对 
383,姐姐我觉得你才是爱国英雄！ 
384,回复@王博文小白:捞一捞小白！ 
385,回复@李龙胜一企业家:？？？谁告诉你别人一定要生孩子了？？结婚就是为了生孩子？你脑子有病吗？ 
386,太好了＾０＾~真心开心，真的祝福 
387,等中国收复台湾，估计她就成了日本人 
388,啥时候来中国捞金 
389,回复@111幽111_59766:日本人给你钱了吗？，你喜欢日本，你滚回日本去啊。 
390,回复@111幽111_59766:谁家的狗呀，链子出来了咬人了。 
391,回复@是Double-T:我一直用郭德纲的 
392,回复@二木兰:别女神了，都不知道多少手货了 
393,回复@柳岩:嫁谁都行别加日本人 
394,是真心讨厌日本人，当年侵犯中国时🇯🇵 🇯🇵 🇯🇵国旗挂满中国的土地，满地都是无辜中国国人的鲜血，南京大屠杀，卢沟桥事变，有日本人的地方就就到处都是恶行，抓的都是中国妇女 ，事实依据无从抵赖。抱歉，脱粉了。 
395,回复@俊熙家二姐:因为曾经的日本带给了中国不可磨灭的伤害，所以不能原谅，为什么八国联军侵华，我们只痛恨日本人？因为日本人对中国造成的伤害真的是太大了，可能你太小，不懂吧 
396,回复@王可贵:可能会吧，我感觉点赞的都是假的 
397,回复@柳岩:什么时候到你呢  柳岩姐姐 
398,恭喜恭喜 
399,回复@决堤怎么提:你好丢人啊 
400, 
401,回复@张歆艺:舅妈来了 
402,回复@weewu:和一个其他国家的人结婚有谁做错了，和日本人结婚怎么了，现在都9102年了，思想还这么封闭，你也就只配当个键盘侠了，你们这种键盘侠的爱国也就只存在于网络上，不要再装了，如果想显示你爱国做点实事不要光在手机上疯狗乱咬人，谢谢。 
403,回复@weewu:助纣为虐，拜托成熟一点吧，眼界开阔一点，遇到一个日本人就喷，当初八国联军侵华英美俄日法德意奥，那你去喷每一个国家去呀，你看见一个人和英国美国，日本人结婚，她们就是叛国了吗 
404,回复@挽手YS:但是她做了。而且很多 
405,会幸福吗，又要和爸爸，弟弟，爷爷，外公，舅舅，姑父，邻居，快递，维修人员，狗，马，猪，羊，牛，蛇，蚯蚓，以后还有儿子， 
406,男的太猥琐，理解不了 
407,回复@San好呀好:我也反对， 
408,我怎么就那么反感，她嫁给日本人呢……难么优秀的女人……可以选择更好的呀 
409,爱与勇气，呵，太搞笑了，耻辱 
410,看了金陵十三钗，特意过来，（脏话） 
411,回复@傅小司11:你有事么 
412,回复@颜昕in:你给的钱吧！ 
413,什么时候出新片子啊？波多野结衣都看你了。下一部就期待你了。 
414,恭喜--为什么要嫁到日本中国男人没先过 
415,嫁给了技术 
416,回复@改个名字好麻烦aaa:我和你奶奶生出来你爸爸就是一个错误，不然怎么有你这个不肖子孙 
417,我们同一天结婚呀 
418,以后别再发微博了，谢谢 
419,微博上没一个骂你的，但是网上全都开骂，真奇怪 
420,阿姨我以为你会嫁给了爱情，或者嫁给了金钱 但是万万没想到的是居然嫁给了技术[/呲牙][/呲牙] 
421,好白菜都让猪🐷 拱了。 
422,请问大哥哪里人啊？   别给中国生敌人才好 
423,不要丢了中国人的脸 
424,想去拍片就说好 
425,四十多岁的老阿姨还相信爱情 
426, 
427,🙄🙄 
428, 
429,回复@pygmalion-X:对 
430,幸福快乐 
431,冯绍峰赵丽颖结婚，林志玲送祝福。林志玲结婚冯绍峰赵丽颖俩夫妇居然没送祝福。 
432,回复@陈昊然:她俩要是能幸福我把地球吃了 
433,祝福祝福 
434,白瞎了 
435,一 
436,字写得真好 
437,是你自己写得 全部简体字 
438,牙买嗲 
439,不喜欢日本人 
440,哎，祝福 
441,回复@雷叔叔D:你这么爱国怎么还在用苹果手机啊 
442,回复@男神灬彬彬:把苹果手机摔了再说话吧 
443,回复@舒淇:台湾和日本结合亲上加亲，都直接做使者了 
444,恭喜，我的女神 
445, 
446,黑泽夫人你好，请问钓鱼岛属于哪个国家的？ 
447,回复@曾舜晞Joseph:你要说  祝福志玲日本姐姐 
448,回复@张歆艺:祝福你日本妈妈去吧 
449,回复@馬天宇:傻玩意 
450,回复@黄晓明:亏你还演过抗战片，做演员越来越无脑了 这就是戏子无情 
451,回复@李治廷:你是不会说中文还是装文采好 
452,回复@决堤怎么提:滚出中国 不要再拍中国视频和电视 
453,回复@舒淇:滚出中国！！！！！！！无耻！！！！！ 
454,回复@hellohalou:是啊 
455,几时离婚呢？ 
456,相貌好配啊
457,回复@决堤怎么提:你先滚出微博8 
458,看到有人骂你我就放心了哈哈哈。 
459,勿忘国耻。 
460,回复@决堤怎么提:作为公众人物，高调嫁到日本，以后她的后代跟中国没有任何关系，还可能成为敌人，为什么要祝福她，台湾没男人吗？中国没男人吗？她这么做完完全全就是看不上中国，她想成为日本人，南京大屠杀中杀害了我们千千万万同胞的日本人，一个赤裸裸的种族叛徒，还那么多人祝福她 
461,别找日本的好吗？ 
462,林志玲嫁日本人，我真瞧不起她，抗日十年，死了多少中国人，国耻呀，南京大屠杀我永远忘不了，几代人流血拼来的和平，她却嫁给日本人，中国找不到好男人吗…… 
