,comment
225,回复@会思考的三寸丁:年薪是给他的精神损失费 
226,带不动吗 
227,回复@卿为之奈何:要真没有责任感就不会辞职了。 
228,看到了，归化球员也不行 
229,球员拿着 国家给的💰➕俱乐部给的💰➕踢假球拿的💰 能踢好就有鬼了 
230,骂我都没有力气骂了 
231,@草根改个名字是真的难 
232,世界名教也怕了，不过也对，分分钟晚节不保谁不怕。 
233,回复@BS_MONEYLENDER:你别是个傻子吧，不懂球别来这里啊，足球没花纳税人的钱 
234,中国男子足球具有最优秀的品质
235,解散是最好的方式 省钱 造福民生 
236,回复@因特拉肯水牛:国足本来就烂啊，再好的教练都带不出来，说出来都丢人 
237,该走的是中国男足队员！！！ 
238,回复@喵哇哇种子:分手应该体面 谁都不要说抱歉 
239,专家说行话，我不是专家瞎说话，国足是真没让人失望过。 
240,回复@射日月星:真的没办法，国足就是一群垃圾 
241,回复@迈克尔丨唐唐:而且还有六星酒店行政套房可以住 
242,14亿人挑出来的废品足球队。 
243,把临时工开除了。体制内高管有人愿意出来为此事负责吗？ 
244,看完得看乒乓球比赛缓缓气 
245,真是丢人败气 
246,撤销国足吧，把这里皮教练的1.55亿工资拿去做希望小学去关怀留守儿童，不香吗？？？ 
247,这只是国足的正常发挥，怎么了里皮大帅，看不下去了？ 
248,回复@清越大魔王:笑死 法院 懂？ 
249,请谁都差不多，关键时候发挥贼稳 
250,无可奈何花落去  
251,回复@金坷垃销售代表:关键踢不好了也没人怪他，三天两头就跑路，真的对中国足球复过一点点责任么 
252,到底还是辞职了，老先生也不容易 
253,把国足解散吧！不一定非要国家足球队的 
254,建议解散国足 
255,土豪爸爸给智商儿子请了个哈弗家教 
256,回复@森三木W:里皮真想要钱，他完全可以直接签一个4年大合同，而不是现在这样的签的一年。不出线就不续约，现在老爷子直接辞职。这是为了钱？开玩笑。 
257,回复@胖次狐:我觉着韦世豪首发怎么也比上个王刚好呀 
258,男足解散，钱留着发展其他方面的体育 
259,回复@天生缺对象:那你踢得好你去呀 
260,给战乱中的叙利亚人民送温暖 国足你们可以的 明年诺贝尔和平奖非你们莫属 
261,如果从1990年起，您拿出1000元，每次国足比赛都押买输，如今您将拥有约459万元。股票，银行理财？别逗了，还有什么事情比国足稳？！不是每种牛奶都叫特仑苏，不是每支球队都叫特能输。中国足球队，专业输球30年，一直被模仿，从未被超越。我们不进球，我们只是足球的搬运工。 
262,回复@多年以后9月11日:改的好 
263,回复@爱民还是最爱火锅:你身边有多少送小孩去踢球，你愿意送自己的小孩去踢球吗？花钱培养是家长自己的送的，谁花钱选拔了 
264,国足从来没让人失望过，一如既往的稳定！ 
265,回复@离人心上禾火:@公子饮不猜L @鱼京吞_ 哈哈哈哈哈哈哈哈 
266,回复@Kivcr:2333333333333 
267,回复@子绾:国足在让我们失望这方面从没让我们失望过 
268,回复@I_want_Lightsaber:说的好像张5水平很高一样 他要是出球能力还是跟以前一样也不用他改踢中卫 人王刚里皮给他的定位就是上去就是进攻的 他本来就攻强守弱你tm有什么办法 中国要是能找到个攻守兼备的边卫用得着他吗 卡瓦哈儿不是经常前插了就漏人 
269,回复@Azmat621:你住嘴吧，这几年有几个世界级教练？不就里皮卡马乔，昨晚输球里皮没责任？选人位置都有问题，老头自己想的简单了，以为叙利亚不会认真踢，球员没压力？不是自己经常踢的位置他们自己不别扭？ 
270,回复@虽远必谴责:想装逼没那本事，所以中国男足更多愿意往自家球门踢！ 
271,全中国都知道国足最臭没出息了，谁还送小孩去踢球啊 
272,一世英名，毁于国足！ 
273,国足在完成所有学生的梦想，用自己不屈的意志气跑所有老师 
274,里皮回家吧，我怕你被气死在战场上 
275,回复@离人心上禾火:哈哈哈哈哈哈哈哈哈哈哈哈哈 
276,回复@普通京夫:国家搞出足球来干嘛？专门弄出来丢人现眼，还不如直接不参赛！垃圾玩意 
277,回复@王昆彭:作为一个教练里皮有一点责任感么？ 
278,回复@王昆彭:中国的足球后台是一群官员，足球的水太深 
279,里皮
280,回复@离人心上禾火:6 
281,解散男足吧，直接规划11人，看着累 
282,脸都不要了！ 
283,中国在足球方面就是缺乏李小龙的精神，怎么大的国家还请别人当领导，中国人的思想一点不比外国差，只要有李小龙的精神，争霸世界，不难 
284,回复@鬼车鸟H:叙利亚
285,里皮的用人，也确实保守了，也确实固执了。  现在的国足，还需要郜林，还需要李学鹏，于汉超，曹赟定，谭龙，  还有国足之殇，边后卫 
286,回复@离人心上禾火:我仿佛听到谁在叫我名字 
287,中国足球老老实实打基础吧，花这么多钱也没用 
288,回复@离人心上禾火:哈哈哈哈哈哈哈哈哈哈哈 
289,老爷子，真是难为您老人家了 
290,回复@仰望希望的人:@安稳Queen 
291,一群混浑，谁见过有钱的混浑去拼去抢，空心大萝卜。 
292,叙利亚不是在打仗吗？为什么还有闲工夫出来踢足球！还他妈踢赢了！？为什么！为什么！ 
293,回复@财神姐:对面都是青铜，踢咱们的时候感觉咱们像人机，甚至还在怀疑，这不可能吧。这都送人头。 
294,回复@仰望希望的人:😄 
295,回复@王昆彭:你上？ 
296,回复@王昆彭:人才 
297,国足的“五步走”/@离人心上禾火:中国队进入世界杯仅需要5步: 1.通过运作，让国际足联分配给南极洲一个名额。 2.中国男足被分到南极洲赛区。 3.中国男足和企鹅争夺出线权。 4.客场逼平企鹅。 5.主场安排在三亚，热死企鹅后直接出线。 按目前实际情况来看，这五步计划唯一的难点在第四步。 
298,所以为啥我们国家的足球一直不行啊 我都想不通了 
299,回复@离人心上禾火:有才 
300,里皮
301,回复@陈旭宇-:唯一不令人失望的只有男足 
302,回复@离人心上禾火:那就冲掉q币贿赂一下。 
303,回复@Helen_303:有啥不能替代呢，反正结局都注定，也不用浪费资源来选。 
304,此时男足们在 好乐迪KTV 欢快的唱着郑智化的水手～ 
305,回复@离人心上禾火:那么国足必须保证在主场三亚战胜企鹅队才能争取到附加赛资格，国足只剩理论出现的可能 
306,回复@千虫寒:哈哈哈哈哈密切联系时政的一带一路 
307,打不过战乱国家，叙利亚的球员是扛炸药包训练出来的么 
308,带不动阿 哈哈哈 
309,里皮都辞职了！足协这帮low到爆的人没一点羞耻之心. 没有一个人辞职. 足协中国人民的耻辱 
310,回复@离人心上禾火:进入球队是不是也这几步，找人花钱送礼上场赚钱 
311,请对男足实行类似娱乐圈的限薪令他们凭什么拿高薪？！别说是商业价值，娱乐圈高收入明星哪个没有商业价值？！那凭什么男足可以拿高薪？？？ 
312,可怜教练 能带出世界杯冠军却带不动中国队 
313,回复@安菲尔德小张:但是他去哪里高薪啊 而且辞职要付违约金 恨铁不成钢 国足真的没救了 别怪别人不愿教 
314,可以理解为，某大国对战火纷飞的叙利亚伸出了人道主义关怀之脚 
315,回复@NW27:现在的五大联赛除了武磊，还有其他的中国人立足吗？看看韩国孙兴民已经成为世界级球星，热刺大腿！日本和韩国这几年又井喷了超多人才输送到五大联赛。中国足球你的脸不疼吗？以为把中甲改成中超，中国足球就能变成超级英雄？醒醒吧！ 
316,回复@离人心上禾火:卧槽能踢赢企鹅？这不可能，我觉得跟树懒踢应该可以赢。 
317,回复@离人心上禾火:卧槽能踢赢企鹅？这不可能，我觉得跟树懒踢应该可以赢。 
318,里皮表示，真TM带不动 
319,给我20万年薪就好了，包吃包住，我也能把国猪带出一样的成绩 
320,中国足协还不撤？？？都弄的什么玩意。 
321,再不走就疯了 
322,大快人心，终于走了 
323,玩球必备。yb018.cn 
324,回复@射日月星:当时缺，他儿子欠钱 
325,神都救不了国足 
326,不培养感情，出再多的钱，都和谐不了——里皮和国足？no，说的是小姐和嫖客 
327,真的不该再说了，中国队原地解散吧，丢不起这人，人家连年战火都踢不赢，还有什么脸代表国家出战。 
328,#里皮辞职# 依旧稳得一批 
329,回复@离人心上禾火:兄弟，太秀了哦 
330,回复@NW27:足球贵为世界第一大运动，但在我们国内是一项“贵族”运动。俱乐部原愿意花几亿买个超级外援，却不愿意花钱去培养自己的青训人才。足协和俱乐部也一样，以为请了最牛逼的教练就可以进世界杯，都幻想着一步登天。看看我们的邻国日韩，他们的青少年是怎么培养。不感到羞愧吗？ 
331,辞了也好，国足这个大问题，他一个老头管不了 
332,哈哈哈里皮在短时间内离职任职再离职 终于是失望透顶了 
333,李诞
334,回复@安菲尔德小张:里皮不缺钱的 
335,回复@安菲尔德小张:里皮不缺钱的 
336,里皮拿了2000万精神损失费。 
337,回复@肖宁:说的太对了 还不如栓条狗 结果都一样 
338,加油吧 
339,这么大年纪了没必要挑战难度这么大的事 
340,当然要辞职了，叙利亚天天战乱都赢，里皮估计也在羞辱他自己吧 
341,给人家钱人家都不干 
342,回复@此昵称已被抢占使用:第四步有点难啊 
343,回复@浪人收割机:当时缺 
344,里皮
345,我完全支持里皮先生的辞职决定，作为一位享誉世界的足球专家，遇到了一群无能懦弱胆小弱智的中国球员以及辣鸡到极点的中国足协，能够不死在中国已经很不容易了，想想当年蒋公是如何对待塞克特将军的，再看看现在，中国不适合足球运动，完毕 
346,@想我的时候吃个橘子 看评论 
347,谁都拯救不了国足 
348,回复@爱世间万物_:我是足协的，都交给我，我去跟c罗梅西她们谈 
349,里皮！我们用脚指头都能想得到——您受委屈了 
350,扶不起的阿斗 
351,回复@凡凡沐凡凡:啥时候能再进世界杯啊 
352,回复@因特拉肯水牛:你看了这场比赛没？？？还喷里皮？昨天比赛国足踢的是什么玩意？没有配合，没有传球，还有一个乌龙球。里皮采访时候大概意思就是不要钱也要辞职。 
353,真心带不动啊 
354,老爷子带不动了，这种几十年让人失望的作风真的好吗 
355,回复@Jazen姜:你恐怕连自己都无法说服吧！就算我一个不会踢球的人上场在这种情形下我也会压上去，就算不能阻止这次进攻也要冲过去给他进攻造成干扰！ 
356,回复@逍遥雨神子木墨:我感觉这都不是上纲上线。有必要好好查查这么多钱砸进去还一点效果没有，究竟是怎么回事了 
357,回复@卿为之奈何:别人要是没责任感就不会辞职两次了，说实话这个价真的不高，里面2000万欧元的精神损失名誉损失费 
358,男足还是解散吧，有比赛让女足上吧，省钱… 
359,回复@我是差不多啊:哈哈，真的笑了 
360,应该撤销男足国家队称号。以后中国国家队说的是中国女足。拿着最高的工资，最好的教练，这么多年出不来。叙利亚战争都打成什么样了，和百废待兴的国家踢踢成这。还是那句话14亿人口选不出11个踢球的。别说基因体质，人家女排是怎么回事？欲盖弥彰。机制，选拔，训练，都出了问题才会这样。 
361,恳请中国足协，国足原地解散，有什么意义？一群国家寄生虫，阻挡国家足球事业发展 
362,回复@基督山凉生:体育生高考确实考足球，但是只是绕杆射门。模块化的考试。 
363,一流的教练能带来一流的足球理念。但也需要一流的球员去执行，不然也就是纸上谈兵。看看我们的联赛，看看我们的球员，看看的青少年培训。我们国家不是没有足球天才，是太多的天才被压在底部出不来。咱们中国的父母有多少愿意培养孩子踢球，就算愿意有多少家庭承担的起费用。 
364,里皮
365,这么一辞职，谁还敢来中国执教啊，谁来不得气死 
366,等了四年，四年又四年 
367,回复@离人心上禾火:被你笑死了 
368,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈@klllz0 
369,没有一点荣誉感，再难听点就是没有一丁点羞耻心 
370,回复@NX-云星:你懂个锤子，排球在世界上也是小众的运动，更别说女排了，这些竞争小的项目，挑几个好苗子训练很容易出成绩，中国奥运金牌多，基本都是那些没人玩的项目，最近也因为世界上其他国家开始重视女足，中国女足的成绩也是一个吊样 
371,抱歉，我竟然露出了果然如此的爆笑 
372,里皮
373,回复 @西野七濑小迷弟:可别了 男足打叙利亚还不容易？亚洲杯亚洲40强赛拉跨了多少年了 进个20强比进世界杯看起来还难 女足再简单 不也比男足争气的多？ 
