,comment
51,看了晴雅集的影評 我難得上了我久久才來一次的微博 我覺得你郭敬明還是把你肚裡的禍蛇吐出來吧不要危害影視界了 
52,哈哈哈哈哈哈哈哈哈 
53,伟大的抄袭家! 
54,回复@男德:比现在自媒体抄来抄去的好 
55,回复@y-甜橘子:你真的确定是年龄小的那个的错吗 
56,回复@你就是我心中的Sunshine:咋个有人脸皮这么厚的啊，我小时候还看过他小说，辛亏电影一部没看他的 
57,你可以不喜欢你不喜欢的东西，但请你允许它的存在，我允许个锤子。 
58,回复@郭洪奎导演:加油！一定要出名啊，截图才能派上用场。别改头像啊，还是用自己的啊，我们都喜欢人类的朋友 
59,等火了人气高了不靠那一部作品也能独当一面了才过来假惺惺的道歉？ 
60,这是我唯一看完过的小说。 
61,那么谁来为这十几年里被扰乱的市场道歉？ 
62,小四加油，新的开始，一直陪你，勇往直前 
63,走向40岁人生终点 
64,回复@王小明photo:九年义务教育就教育出你这样的三观？建议回小学复读 
65,垃圾 
66,回复@浣熊紀事鋪:哎，毕竟我咋三十大几了，我一个88年的老阿姨 
67,回复@他与月色皆温柔:真小人个屁，最近法律要改了，有一条法律是关于抄袭的，郭敬明不敢刚了，于正也是，懂了吧 
68,回复@陆神花露水-:最近有一条法律要改了，所以郭敬明和于正道歉了 
69,百因必有果，善恶终有报。利欲熏心，昧着良心做事，人在做，天在看。 
70,2021年了，祝小四的生意天天赔钱 
71,回复@可爱又单纯呀:是为了钱 但也不能没人品吧 年龄小就不应该为错误买单吗 
72,十五年了 
73,回复@18号文控小姐姐:我也没想到马后炮的人这么多 俩星期过去了还有人看不懂来杠我 
74,回复@孟小晗mxh:居然真的有人喜欢郭敬明，我今儿算是见识了 
75,回复@_懒懒的俊洋洋:这也是困扰我很久的问题... 他这个节骨眼儿道歉明眼人都知道为啥，只是没想到还真有那么多眼瞎的............ 
76,回复@你是哪里来的喵:知错能改的前提是知错...他成年很久了   时隔这么久 这个节骨眼儿上知错，明眼人都知道为什么，只是没想到 真的有蒙着双眼的 
77,回复@孟小晗mxh:加油什么...加油抄吗...他已经很努力，真不用再加油了... 
78,回复@大名鼎鼎的铁憨憨:我有点想看圈里圈外了～ 
79,这是什么操作？？？ 
80,啦啦啦，蓝岸坎坎坷坷，就设计师的手臂来讲…… 
81,不要脸，现在道歉是不是有点太晚了，反正本人对郭某某的任何作品和综艺以后还是一贯的不听不看 
82,郭敬明当然可以存在，但也请允许我们讨厌他 
83,孽障，赶紧被天收 
84,我他妈还没看到晴雅集，好气 
85,回复@男德:哈哈哈哈 看笑了 
86,回复@靓女阿毕:其实他不坦荡，应该是有风声了。 
87,回复@blue星海月:有的人真的可以叫人，有的怕是担不起人这个字 
88,哎呀，那些之前骂庄羽的郭粉现在脸疼不，你们是不是也要出来道歉啊，如果郭回应我说，有啥事别冲着我粉丝，冲着我来，我只能说，请你们一起来吧，一个都跑不了。 
89,是什么样的压力迫使你做出如此诚恳的道歉？ 
90,喜欢郭敬明。真诚、善良、努力、拼搏。小时代是我青春的回忆。郭敬明的才华毋庸置疑。 
91,回复@雪宝会发光H:😅😅😅 
92,回复@冲啊_蹦蹦糖:日本漫画家clamp的圣传。是比较古老的作品了。 爵迹抄袭的日本著名漫画fate系列的Fate Stay Night Unlimited Blade Work，简称Fate UBW 
93,回复@Aki酱爱向日葵:说得太好了！这个层主就欠打。而且被抄袭的日本漫画家clamp，日本剧作家虚渊玄，他还都没有道过谦呢。可能因为日本人没法在天朝维权吧 
94,回复@芥zzz:Clamp和fate 没法维权就装没抄 
95,你还抄袭了虚渊玄的fate系列 
96,回复@我念歌词呆呆的hh:蹭热度的吧 
97,陪伴了我整個青春的你， 希望你以後會有更多的好作品！ 加油，博雅集早日重啟 
98,回复@男德:小心郭敬明跳起來打你膝蓋 
99,回复@子平真诠_命理2: 
100,其实挺好的，错了就错了，像以前香港的陈慎之，以前叫人吸毒，现在却成为香港的十大青年，并且在香港戒毒机构的劝人戒毒。后来王晶导演还把他的人生成一部电影～其他人说得反剽窃大使……这是一个不错的提议。放心，我只是个路人# 
101,文贼 
102,回复@F小羽喵_加油加油:我也是初中就关注他 
103,等你。 
104,回复@郭洪奎导演:不然你看他会道歉吗 
105,回复@郭洪奎导演:那还不是因为被抵制迫于压力 
106,回复@·遇见Misty·:好家伙，原来粉丝也知道这是不光彩呢，回避了十几年不容易啊 
107,回复@Sophia是你爸爸:哈哈哈哈哈哈哈哈哈哈哈操 
108,回复@男德:哈哈哈哈哈哈@芽芽要发芽_ 
109,回复@小胜利丶:阴阳师游戏？游戏？游戏基于原著，这就是本末倒置吗，涨姿势了～原著作者梦枕貘老师说过晴明和博雅是互相喜欢的关系，硬要尬黑没必要～游戏圈人上人呢～ 
110,于正慌得雅痞 
111,回复@似墨倾乾:你管我也管得挺宽呢 
112,第一，不要道德绑架庄羽女士 
113,你啊 三等残废都是高估你了 
114,加油！小四，相信你 
115,心不甘情不愿的 
116,真的是抄袭吗 实锤了吗 
117,回复@你是哪里来的喵:你又能了， 
118,抛弃所有的，他这次拍的很好。很少见到国内的魔幻电影可以拍的那么好。应该站在不同的事去看待，错就是错，对就是对 
119,我还没看晴雅集呢就下架了，四爷我想看晴雅集现在不知道在哪去看啊 
120,文贼，电影下架了，赚钱受到影响了，知道道歉了。我真想给你发一张S卡。 
121,回复@王小明photo:你这逻辑思维能力真的对不起养育你的父母培养你的国家。回炉重造都浪费燃料？ 
122,总有人认可你的，加油加油(ง •̀_•́)ง 
123,回复@男德:笑死我了 
124,回复@问就是为了自由:给你力量的不是郭敬明，是庄羽是圣传，他那根本就不算自己写的东西 
125,回复@星星星_starlights:孝死我了 
126,回复@等我斗牛赢上帝:嗐谢谢您的提醒！一点都不扎心 
127,迫于形势 
128,郭矮子 
129,什么时候你也能被个大人物抄袭下呀。害，不可能，是你擅长的小说里的情节。 
130,回复@男德:你管男人？？？所有男人你都管吗？哇塞太厉害了吧 
131,回复@不结果的李子树:对呀！就是的呀！ 
132,回复@王小明photo:他是哪个时间道歉的？你才是机器不懂思考吧！ 
133,加油 
134,年少轻狂？？？ 伤口？？？你说清楚，谁的伤口？？？ 
135,做个人吧 
136,回复@似墨倾乾:啥？我就一看不下去的路人啊 
137,回复@盐麦芽:哈哈哈哈无所畏惧 
138,回复@男德:他承不承认关你什么事 
139,回复@问就是为了自由:“也许他曾是你迷茫时唯一的光，但请记得，他 如实犯了错，贫瘠的土地开不出鲜美的花，一缕 光照入深渊，那自然有着光源处，何不去寻光 源？”——作文纸条 
140,一路抄袭 一路赚钱 为了赚钱 什么都不要！带歪了整个文坛 ！呸！ 祝你以后都拍不了电影 写不了文字 赚不了钱！ 
141,呸！下架你的电影 活该！ 
142,回复@可爱多哎-:怕呗 
143,我得辽，我觉着你这样的人国家早该整治了，电影下架了吧，害别人拍恁久11天就下架，你是害人真不浅，不自己动脑子，偷别人东西迟早要被扒 
144,要道歉赔偿不要搞道德绑架，说什么不收就捐慈善机构，这不是搞道德绑架是什么？道歉赔偿就诚心一点，对方不肯收就求对方收下赔偿金。 
145,我是来看评论的 
146,回复@王小明photo:应该是收了郭女人的房卡， 
147,回复@G-ravity:粉他无耻无底线呗 
148,回复@星星星_starlights:多少钱一条 
149,终于扛不住了吧！山丘之王！ 
150,回复@现已加入肯德基豪华午晚餐:是的。就是这个道理我们不会没事找事去喷人家，也不会否认那段时间得到的安慰，我们的轨迹因为某些原因重合在一起，得到了慰藉和感动，这就已经够了。总是骂骂骂的那些，真的不用去理会，只有自己知道生活的样子 
151,回复@中吉君:哈哈哈，对的！！好怀念啊，真的猎人火影啥的都往同人上扯，没有网络的日子，漫画和小四的小说装饰了我的书架 
152,回复@F小羽喵_加油加油:层主说出了我们的心声啊……也许真的是长大了，心理有点怀念，也有点五味杂陈，但是几分钟过后，又该干嘛干嘛，毕竟那段青春已经回不去了。 
153,回复@孟小晗mxh:这货也得写的出原著呀哈哈哈，题就是台迷你复印机 
154,回复@陈昊然:感觉你们都是老总哦  都好懂 请问是哪个乞讨的部队老总 
155,回复@付佳同学:中，我觉得没问题，我也在北京 姐妹，哈哈哈哈，以前看了他的书就觉得一定要来大城市。虽然现实确实有差距，但是至少会比以前的自己更好就够了 
156,回复@夏轻寒l:大哥你说的好有道理 我悟了 
157,回复@问就是为了自由:是啊……感觉有点可笑啊，这复杂的心情。梦里花落知多少，不知赚了我多少眼泪， 喜欢的书也没多少，也不知道庄羽是谁。对郭恨不起来，但也不会再轻易看他的作品，算是对原创作者的一点支持吧。 
158,回复@星星星_starlights:说实在的，一开始对晴雅集挺感兴趣的，想去支持一下，谁知道新闻爆出郭道歉，我还不信，TMD他自己又公开承认了……理解那种心情吗？自己扇巴掌的感觉。疼，难受，愤怒，明白吗？？原来曾经买过的书，是对别人的伤害……现在就算晴雅集不是抄袭的，我也需要一点时间消化了。 
159,回复@-MiraculousZephyr-:晴雅集也是抄的 
160,回复@雪宝会发光H:有勇气，出来找骂 
161,回复@问就是为了自由:那你的少女时代有点浮夸了 
162,回复@不结果的李子树:那时候我看着他的文字，我想像大城市的美好，我知道每一份收获都是要自己努力去创造，后来我去了北京，我知道文字和现实相去甚远，我没在各种诱惑中迷失自己，是因为我早就在文字里看见了辉煌。常说书中自有黄金屋，怕那是抄来的黄金屋，在那些年也给我无限的力量，现在他承认了，他错了，那就一起认错 
163,回复@星星星_starlights:哇，郭敬明给你钱了吗 
164,回复@你laughing哥519:你自以为了不起的评价别人，看到恶评就义无反顾的跟风，你感觉你说了，你站队，在其他人眼里你就是正确的，你真的大错特错！你出口恶言，可见其人。 
165,回复@孟小晗mxh:傻白甜？ 
166,呵呵。虚伪。抄袭就是抄袭。还不承认 
167,回复@乖乖的变胖:我知道，我只是从没听过管G4还得叫爷的 
168,"回复@Bu卜小白:那娘们的剧暂时能播,得等等了 "
169,"回复@王小明photo:我扇你一巴掌,然后十五年后为了利益而道歉,你会原谅么? "
170,"回复@问就是为了自由:直接看庄羽,圣代等不香么? "
171,它的电影我连盗版都没有看过 
172,法院判决绝对不可能给你2选1，你以为买菜呢？法院当时的判决是赔偿且登报道歉。但你没有履行道歉判决，因此你还成了失信被执行人。判决书是法院刊登的，关你屁事？ 现在你迫于无奈道歉，结果还是满嘴谎言。你的人格，比你的身高更矮。你确实不能成为一个大写的人。 
173,回复@孟小晗mxh:四爷的寿衣穿反了 
174,回复@Declan先森:什么？？？四五分的视频也能叫电影了吗？？ 
175,回复@你就是我心中的Sunshine:真好孝 
176,郭导 您的寿衣穿反了 
177,回复@吃饱饱饭团团:很抱歉地跟你说一声 你的青春都是抄袭的 
178,回复@芥zzz:CLAMP  
179,回复@_快乐病毒Z:请您把您说话的逻辑给理理再杠好么？？真是无脑无下限，我是的话您听明白了嘛喂？？？ 
180,回复@_快乐病毒Z:那真不好意思，我看的那家影院门口只放了晴雅集的海报，而且这层评论的一层本来就是帮晴雅集说话的，我在这个评论下面回复完全是附和，倒是您在这找不愉快才叫杠精呢～而且，原谅我痒痒鼠才玩五百多天，看不出来雷同，真人电影抄袭游戏的说法我真的笑呵呵，你呼吸空气我还要说你抄袭我呼吸的样子呗？ 
181,回复@隔壁家的乖乖小千逸:？？它门口都放着游戏里的角色立绘还不成立？？？不成立个锤子？？？杠精这个词用在你自己身上更合适呢可别扯到影院身上了真会给郭抄抄洗 还不止我说的这些呢 里面划船画面要不再对比对比yys不知火的CG？ 
182,回复@_快乐病毒Z:那晴雅集蹭痒痒鼠热度不就不成立了？所以你回复我扯到痒痒鼠到底是为什么呢？杠一下？ 
183,回复@隔壁家的乖乖小千逸:？我说的是立绘又没说角色是yys特有的 
184,就像你在小时代里说的一样，每个人都有愚蠢透顶的时候，所以每个人都应该有一次被原谅的机会，人非圣贤也非草木，勇敢面对不要逃避，大家都看的到的，加油！ 
185,你不道歉可能都没啥事，一道歉出事了， 
186,回复@你是哪里来的喵:一起死不是更好 
187,回复@付佳同学:所以你也是个白痴 
188,回复@付佳同学:你品味真的不行 
189,晴雅集看了，挺好的电影！好多人说抄袭奇异博士啥的，就很好奇，哪个网友科普一下，电影哪个地方抄袭奇异博士了？想看看实锤是什么？ 
190,真的太过分了，15年等你一个承认这么难吗 
191,回复@星星星_starlights:他抄袭别人赚了几个亿又用抄袭赚的资本继续赚钱，你保护他那谁去保护被他抄袭的作者？迟到15年的道歉，归根结底就是被档财路向资本低头！你说他给过你力量，那是他的吗？那是他从别人那里剽窃来的！你去看看他的采访，他以折磨员工为乐并洋洋自得，他偷来的别人的东西，给你力量的从来不是他。 
192,回复@星星星_starlights:他抄袭别人的作品挣了几个亿，又用赚来的钱玩资本游戏赚了那么多钱，你保护他那谁来保护被抄袭的作者？？？？？？？？ 
193,回复@孟小晗mxh:没脑子吧？？犯罪分子的未来怎么好？？抄更好的作品吗？？？做人有点底线都不能支持这种人吧！ 
194,不管是因为什么道歉，但他已经直面自己内心了，黑粉能不能不要黑了，不爱请别发表言论，因为你们还不配。。 
195,去给中华人民共和国的法律去说对不起。 你怎么这么鸡贼? 
196,回复@_-贩卖日落-_:因为全是东拼一点西凑一点抄来的 
197,回复@IamSHAb-:但问题是郭敬明有问题，所以他的电影就是有问题，我觉得这很对。 
198,回复@_快乐病毒Z:我去的那个影院并没有放关于痒痒鼠的任何周边…那是影院的问题我不知道为什么会被归结于电影的问题……就像郭敬明小说抄袭，晴雅集被下线一样让人不能理解。（勿喷，喷子我可要问候您妈了） 
199,听说下架了好耶好耶 
200,回复@_快乐病毒Z:晴雅集是梦枕貘的《阴阳师》系列那本小说改编的，那本小说就是写晴明和博雅的奇遇，安倍晴明和源博雅本来在日本历史上就是有记载的人物吧喂…晴明和博雅可不是痒痒鼠特有的人物喔。 
201,回复@问就是为了自由:好意思说 
202,gun 
203,抄不抄袭的看不到，只知道被抄袭的人没有他火。 
204,回复@芥zzz:哈哈哈居然在这里看到了你 
205,回复@王小明photo:孽畜，你在说什么 
206,真的不明白为什么要这么仇视郭敬明，性格不好的人遍地都是，就没几个圣人。国内山寨这么多，就没多少人支持正版，大家都是用着盗版沾沾自喜着，却绝对不允许也不原谅别人的抄袭，哪怕是别人出来承认自己的错误。 
207,回复@男德:哈哈哈哈哈哈都说了gay没有男德啦 
208,依旧胡了开心ヽ(○^㉨^)ﾉ♪ 
209,回复@雪宝会发光H:脑残 
210,回复@孟小晗mxh:他是你爷爷？ 
211,未来会更好的，2021加油 
212,我挺喜欢郭导的.每部作品都很棒。 
213,回复@樱桃酱小姐姐:哈哈哈！我也 
214,就你这道歉，你是真心的吗？你自己知道。要不是影响到了你的金钱和名气，要不是因为有央视在点名，你会给人家道歉吗？毕竟15年你都当缩头乌龟缩过去了，新电影要上映了，想捞钱了你就出来道歉。你配吗？ 
215,回复@郭敬明最世后援会:他写的东西全是那种骄奢淫逸的拜金主义。你们这样捧他，是他给你们钱了，还是说你们的思想就是那种扭曲又畸形的？ 
216,能不能给夏七夕道歉 
217,回复@王小明photo:明白了，杀人犯道了歉他从此以后就是好人 
218,噁心人 
219,回复@孟小晗mxh:大家有钱一起赚 
220,回复@付佳同学:那你的青春可真廉价 
221,加油，都过去了！期待拍出更好的作品 
222,活该 
223,丁太升评论过那个联名，我觉得他说的很有道理，你可以去看看 
224,知错，而后改，是很正确的 
225,我觉得于正也是因为你才道歉的 
226,可能你拒不认错的样子，太让庄羽女士印象深刻 
227,依然加油哦 
228,男人的伟岸，不在身高，在胸怀 
229,不是，现在的问题是这个人会不会被骂跟他道不道歉没有因果关系 
230,回复@王小明photo:你在搞笑吗！四娘赚的就是被骂的钱啊，你这是想断他财路啊 
231,那个超爱打断人的，人称诡辩艺术家的，抄袭大王，郭敬明“她”竟然道歉了，好吧，我还能说啥，我还能说啥，你们品，细品哦⊙∀⊙！ 
232,唉，无语=_=!车撞树上了，你知道拐了，晚了。 
233,回复@何以不萧萱:故事讲的烂，特效就算做成指环王，又有什么用呢，故事本身逻辑不行 
234,算利息和通货膨胀么 
235,唉，对不起。小四确实错了，可我喜欢他太多年了，看到这封信还是没脱粉。我没资格替任何人原谅，我只是出于我自己说，还是希望小四以后好好的，面对自己的错误，还是有人依然关注着你。毕竟道歉不止道歉结束就结束，也该面对可能的不原谅及情绪反噬，这就是犯错该承担的部分。我还是您的粉丝，祝好... 
236,回复@GL丁真:过了过了！！！ 
237,天网恢恢疏而不漏，正义面前，一切豺狼虎豹，雕虫小技都得伏法，国家万岁，继续加大力度打击此种违法犯罪行为！@郭敬明 
238,回复@男德:电影下架你该啊 
239,你也不学个好，啥都抄 
240,要是这样说的话你这爵迹不应该道歉吗？我要是没记错的话应该抄袭的是fate stay night 命运之夜吧？我等爵迹更新从高二就一直在等，现在大学毕业参加工作快五年了，依然没等到更新，是不是就像夏至未至里的那句话“现在没人给你抄了就写不出来了”？？？ 
241,辣鸡 
242,回复@芥zzz:你自己去看吧，我是实话实话，特效本身做得好 
243,像你这样，我们都去抄袭好了 
244,活久见系列  小说真的好看 加油出作品吧郭老板！ 
245,抄了你就得道歉 
246,为什么庄羽的圈里圈外不火？ 
247,你敢于面对自己承认错误就是好事，不过这十五年内里的时间人家心里难受得很。你怎么可能伤害人家的心灵。不知道人家咋想你...真更遗憾。 
248,看看这条微博什么时候能被置顶 
249,不光是文学界，哪个行业不是抄袭，服装行业的zara，抄遍大牌，罚款照样交，生意照样做遍全世界，老板成了全球大佬 
250,回复@隔壁家的乖乖小千逸:？我也吐了  你知道蹭热度的意思吗 用游戏台词又在线下靠游戏周边营销影院门口还到处放游戏里面两个角色的立绘这不是蹭是什么？ 
251,赶紧凉，影响中国文学和影视的发展，赶紧凉，干的漂亮 
252,回复@我有对鸡翅膀:我特么疯了 给这个矮子少烧纸~~~烧点报纸吧 
253,回复@郭敬明最世后援会:孽障~~我特么突突了 你们这群小沙雕 
254,回复@男德:谢谢大师 
255,那为什么晴雅集下线了？晴雅集也是抄袭的？ 
256,为什么不置顶？ 
257,导演 晴雅集 我看了 虽然很多院线下架了但是你不用伤心 换成狄仁杰之神都妖蟒传 试试 毫无违和感 
258,回复@今天爱甜甜了吗YiBo:有数，不好看 
259,死gay 
260,才承认?经济赔偿呢 
261,回复@离83岁又近了一天:是的 我也这样想的 
262,看了《夏至未至》，我以为你被抄袭是像傅小司一样被恶意诬陷的，原来是真的。小四啊，早点站出来承认错误该多好 
263,回复@男德:这话不符合你名字的气质 
264,回复@守护者:好家伙，一字不差 
265,这个月就好好休息吧。两耳不闻窗外事。@郭敬明 
266,请允许我允许这部烂片不存在 
267,回复@芥zzz:别跟风行嘛？晴雅集好不好看自己心里没点数？以前是以前，现在是现在 
268,回复@王小明photo:你是他的狗吗？这么替他说话？ 他道歉是自发行为吗？是真心实意的道歉吗？麻烦你好好看看庄羽说的话 别张口闭口就是原谅郭敬明了 要我说挨骂就是他活该，他要是真的想道歉十五年前就道歉了，拖到现在才道歉，论谁都能明白其中的原因吧。 
269,要不是大规模抵制和国家开始抵制抄袭作品的话你还会道歉？呵呵。。。我家里还有一本你的不知道什么时候的作品集，MD现在我看了想吐，知不知道为什么我家里会有这种lj 
270,回复@守护者:@最最最喜欢菠萝啊aaaaa 
271,也许你当年道歉，现在就不会抵制你了 
272,郭敬明是什么玩意儿，从没看过他的垃圾作品 
273,不光是文学界，哪个行业不是抄袭，服装行业的zara，抄遍大牌，罚款照样交，生意照样做遍全世界，老板成了全球大佬 
274,回复@小小一宅男:别跟别人类比奥 一人一道眼 看不顺眼就走 没人求你来教育我 不用你教育 我跟他说话没跟别人说 管好你自己 
275,回复@星星星_starlights:你和隔壁肖家的粉丝有什么区别？都是没眼睛追“星”吗？ 
276,回复@Pororomino:说出来你可能不信，我没看懂电影讲了啥 
277,回复@守护者:别说大实话啊，我们郭弟弟还要赚钱呢 
278,回复@希莫璃琉苏:说到做到，一起杜绝监督，一起抄袭 
279,回复@星星星_starlights:为了钱承认，拿你们党挡箭牌，你也愿意？ 
280,回复@孟小晗mxh:说到做到，以后我们一起抵制原创，支持抄袭 
281,回复@你這小死鬼:不兴男德 国将不国 
282, 
283,回复@男德:@Gnite-7 
284,回复@王小明photo:你说的对 
285,回复@你是真正的嬉皮:制作不辛苦？电影你看了么，官博你看了么，你知道大家为了搞一个真实的环境，看了多少种材料？花了多少钱？当然你也不必知道，你要是知道也会说他们卖惨上几天学都嫌累呢何苦你几个月的高效劳动？ 
286,回复@孟小晗mxh:别洗了，行吗？ 
287,回复@嫦娥大侄女:辛辛苦苦制作？ 
288,回复@·-_-·:从来不看郭敬明，小矮子 
289,回复@芥zzz:。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。 
290,回复@郭敬明最世后援会:后援洗稿嘛 
291,15年前的20万和2020年的20万是一个概念吗？他用这15年把自己口袋赚的满满当当，即便是他现在下线了，他也可以靠吃老本养活终身。这种人就是阴险狡诈，没有道德底线。这4千多万的粉丝可还稳稳的在呢……老谋深算谁比得上他啊。 
292,回复@可可可可可丶:郭导粉丝就这个承受能力 
293,回复@可可可可可丶:这比还拉黑我 
294,吐了 
295,哈哈哈哈哈哈哈，45度抬起头 
296,回复@你是真正的嬉皮:你没有 
297,回复@孟小晗mxh:？？ 
298,呕吐 
299,希望你彻底消失在公共视野，你的存在简直就是污名化同性恋 
300,回复@吃饱饱饭团团:有钱一起赚啊 
301,回复@国超哥哥是我的金甲神人:有🐎吗？ 
302,回复@密语-Miyu:有妈吗？ 
303,回复@饮料分你一半o:兄弟，有钱一起赚啊 
304,回复@郭敬明最世后援会:你们一块走吧 
305,回复@立夏Sakura:有妈吗 
306,我怎么又刷到这种东西.....时隔九天我还是想说，什么叫做法院判决你抄袭，抄袭就抄袭，难道法院不判决你你就没抄了？？？辣鸡推荐害我又看一遍 
307,回复@Cola-YJ:应该问问自己是不是靠抄袭赚了钱发展起来！这么多年后道歉是内心不安？还是又利益图谋？把自己的快乐和利益建立在别人的痛苦之上，希望你不是继续作孽。如果不是自己今年弄出各种事情引发舆论压力，会出来道歉吗？出来混迟早要还的！苍天饶过谁！不作不死！ 
308,人要脸树要皮，你真是没有皮 
309,永远支持你！ 
310,回复@理智的樱桃:哈利波特式六芒星魔法特效，好家伙，不说我还以为在看哈利波特呢 
311,回复@Pororomino:电影票能贵到哪？几百还是几千？你没钱看不代表别人觉得贵，主要是看烂片浪费人生两小时 
312,好像留言的都是花钱买来的好话 留言下的回复才是真正的网友啊 
313,回复@守护者:是因为中欧投资协定，和民法典 
314,你还去当导师？你有什么资格？ 
315,你这样的人就应该封杀 
316,我觉得态度太不真诚了吧，首先是道歉的原因不是因为受到了老师和网友的批评，而应该是你的内心真诚的想要改正 
317,回复@绑定自燃人:只要自己喜欢，管什么抄袭，那你这样说，得了抑郁症的人因为你有缺陷，是不是就不活了 
318,什么时候给李枫道歉？ 
319,你还性侵🤢？ 
320,真的非常可惜 晴雅集下线了 但我觉得这样的影视生态并不好 为这部好作品惋惜 为一位有才华的导演惋惜 
321,回复@柒个八:好噢 
322,回复@抽象歌王丶张顺飞:好的呢 
323,回复@Pororomino:下架了好开心呀 
324,多抄抄，多抄抄，抄使你快乐，使你开心。。  可笑 
325,回复@芥zzz:别的不知道也没怎么看过，但是晴雅集很好看 
326,回复@孟小晗mxh:你这多钱一条 
327,喜闻乐见 
328,到底人生有多少个15年和机遇…………还有汇钱票据要公布呢 
329,回复@Pororomino:牛批啊，一电影票二三十块，看不起？我看过了，确认烂片无疑 
330,回复@ZY子语呀:多读点书，多学学做人道理，少看点郭敬明。 
331,回复@ZY子语呀:将来我肯定是不会养出这样的孩子的 
332,十五年了你才想明白没经过别人的同意就偷了别人的东西需要道歉这么简单的事情，可见你这辈子这个人也不会有多大的心胸和诚意。至于作品一部比一部烂，大家也都看得到。我想大家其实对你没有别的要求，你没有导演的才华也没有编剧的创作能力，但求你不要再伤害像庄羽这样的好作家，而且一伤害就是十五年 
333,抛开所有，不论是你的电影还是电视剧我都超级喜欢 
334,晚安。 
